Nom réel,CODE INSEE TXT,Surface km carré,Long,Lat,population
Neuflieux,02542,1.9,3.16667,49.6,98
Sainte-Croix,02675,3.35,3.78333,49.4833,130
Pargny-la-Dhuys,02590,12.66,3.55,48.95,190
Brenelle,02120,4.34,3.53333,49.3667,201
Urvillers,02756,13.69,3.31667,49.7833,640
Laversine,02415,7.22,3.16667,49.35,169
Origny-Sainte-Benoite,02575,23.3,3.5,49.8333,1740
Cuiry-Housse,02249,8.54,3.48333,49.3,113
La Neuville-lès-Dorengt,02548,10.88,3.68333,49.9667,399
Blanzy-lès-Fismes,02091,5.27,3.66667,49.3333,110
Hargicourt,02370,8.12,3.18,49.9623,585
Villers-sur-Fère,02816,10.79,3.53333,49.1833,522
La Hérie,02378,4.22,4.05,49.8833,156
Bonnesvalyn,02099,6.34,3.31667,49.1167,251
Haution,02377,9.34,3.83333,49.85,158
Berzy-le-Sec,02077,11.69,3.31667,49.3333,407
La Vallée-au-Blé,02759,5.17,3.78333,49.8667,372
Le Catelet,02143,0.41,3.25,50,204
Gizy,02346,10.25,3.76667,49.6,687
Saint-Algis,02670,6.89,3.81667,49.8833,164
Saint-Aubin,02671,8.36,3.18333,49.5167,316
Bancigny,02044,3.32,4.01667,49.8,27
Villeneuve-sur-Fère,02806,10.3,3.46667,49.1833,267
Fleury,02316,6.51,3.15639,49.2581,140
Quincy-sous-le-Mont,02633,5.04,3.55,49.3,63
Besny-et-Loizy,02080,9.76,3.58333,49.6,371
Chéry-lès-Rozoy,02181,4.73,4.08333,49.7167,98
Chauny,02173,13.28,3.21667,49.6167,12357
Sommette-Eaucourt,02726,6.28,3.11667,49.7333,177
Lierval,02429,3.77,3.61667,49.4833,113
Chézy-sur-Marne,02186,22.43,3.36667,48.9833,1366
Oulches-la-Vallée-Foulon,02578,4.45,3.75,49.4333,97
Anizy-le-Château,02018,9.49,3.45,49.5,1975
Maizy,02453,7.09,3.73333,49.3833,434
Fourdrain,02329,9.45,3.46667,49.6,431
Nampteuil-sous-Muret,02536,3.38,3.41667,49.3,93
Urcel,02755,7.2,3.55,49.5,571
Louâtre,02441,11.02,3.25,49.25,214
Barzy-en-Thiérache,02050,7.63,3.75,50.0333,320
Condé-en-Brie,02209,4.56,3.55,49,671
Dampleux,02259,8.19,3.15,49.25,419
Sommelans,02724,4.28,3.3,49.1333,64
Pontruet,02615,6.75,3.23333,49.9,338
Oigny-en-Valois,02568,11.88,3.13333,49.2167,156
Loupeigne,02442,7.3,3.53333,49.25,94
Lhuys,02427,4.95,3.55,49.2833,148
Éparcy,02278,7.52,4.06667,49.8667,45
La Chapelle-Monthodon,02161,14.28,3.63333,49.0167,0
Morsain,02527,14.34,3.18333,49.45,422
Jaulgonne,02389,1.78,3.53333,49.0833,661
Chermizy-Ailles,02178,10.95,3.73333,49.4667,112
Becquigny,02061,4.67,3.46973,50.0173,287
Festieux,02309,6.67,3.75,49.5167,664
Villers-lès-Guise,02814,8.06,3.68333,49.9,176
Nampcelles-la-Cour,02535,10.89,4,49.7833,130
Montigny-en-Arrouaise,02511,9.77,3.48333,49.9,307
Berrieux,02072,4.98,3.85,49.4833,190
Chigny,02188,10.47,3.76667,49.9167,152
Muret-et-Crouttes,02533,5.24,3.41667,49.2833,139
Flavigny-le-Grand-et-Beaurain,02313,13.63,3.66473,49.8909,482
Laon,02408,42,3.61667,49.5667,26246
Saint-Clément,02674,5.01,4.06667,49.7667,55
Dercy,02261,11.17,3.68333,49.7,394
Anguilcourt-le-Sart,02017,9.14,3.43333,49.6833,315
Villers-en-Prayères,02811,5.74,3.66667,49.3833,0
Chalandry,02156,7.66,3.63333,49.6833,251
Laval-en-Laonnois,02413,4.51,3.6,49.5,258
Fressancourt,02335,2.51,3.41667,49.6167,207
Le Sourd,02731,7.36,3.75,49.8667,177
Fontaine-Notre-Dame,02322,11.9,3.43333,49.8833,403
Chéry-Chartreuve,02179,13.69,3.61667,49.2667,380
Mortefontaine,02528,11.9,3.07611,49.3317,252
Serain,02709,6.65,3.36667,50.0167,421
Maast-et-Violaine,02447,10.96,3.45,49.2833,150
Neuville-sur-Ailette,02550,4.45,3.7,49.4667,101
Francilly-Selency,02330,5.43,3.23333,49.85,444
Bézu-le-Guéry,02084,11.1,3.23333,49.0167,270
Marle,02468,13.79,3.76667,49.7333,2342
Lemé,02416,11.36,3.76667,49.8333,453
Cierges,02193,8.22,3.6,49.1667,72
Craonne,02234,8.62,3.78333,49.4333,79
Courtemont-Varennes,02228,5.98,3.55,49.0667,320
Pommiers,02610,6.69,3.26667,49.4,614
Gland,02347,5.65,3.46667,49.05,471
Landouzy-la-Cour,02404,10.12,3.98333,49.85,197
Montigny-lès-Condé,02515,4.77,3.56667,48.9833,65
Leuilly-sous-Coucy,02423,12.69,3.33333,49.4833,395
Ploisy,02607,2.87,3.3,49.3333,83
Serval,02715,2.14,3.68333,49.35,51
Billy-sur-Ourcq,02090,10.17,3.3,49.2167,225
Ambrief,02012,4.5,3.4,49.3167,74
Prisces,02623,6.63,3.86667,49.7833,113
Roupy,02658,5.9,3.18333,49.8167,243
Ronchères,02655,6.06,3.6,49.15,124
Lugny,02444,4.77,3.81667,49.7833,109
Chézy-en-Orxois,02185,16.15,3.18333,49.1333,413
Dhuizel,02263,6.81,3.61667,49.3667,114
Étampes-sur-Marne,02292,2.24,3.41667,49.0333,1244
Vaux-en-Vermandois,02772,3.85,3.15,49.8167,137
Boué,02103,10.44,3.7,50.0167,1305
La Fère,02304,6.73,3.36667,49.6667,2998
Saint-Michel,02684,42.2,4.13333,49.9167,3579
Castres,02142,5.71,3.23333,49.8,248
Mesbrecourt-Richecourt,02480,8.98,3.55,49.7,303
Beugneux,02082,7.68,3.41667,49.2333,110
Clermont-les-Fermes,02200,9.3,3.95,49.6667,124
Condren,02212,5.58,3.28333,49.6167,736
Franqueville,02331,3.04,3.80945,49.81,129
Arcy-Sainte-Restitue,02022,26.43,3.46667,49.25,421
Burelles,02136,13.83,3.9,49.7833,136
Rocourt-Saint-Martin,02649,5.76,3.38333,49.15,273
Commenchon,02207,3.33,3.16667,49.6333,211
Voulpaix,02826,11.55,3.83333,49.8333,433
Bucy-lès-Cerny,02132,8.74,3.51667,49.5833,218
Renansart,02640,8.71,3.45,49.7167,175
Presles-et-Boves,02620,9.61,3.55,49.4,385
Lavaqueresse,02414,4.44,3.70833,49.95,220
Cuffies,02245,5.02,3.31667,49.4167,1834
Villequier-Aumont,02807,12.34,3.2,49.65,653
Vendelles,02774,5.28,3.13333,49.9167,113
Attilly,02029,11.81,3.16667,49.85,386
Berlancourt,02068,5.2,3.75806,49.7787,111
Grisolles,02356,10.63,3.35,49.15,222
Courcelles-sur-Vesle,02224,8.81,3.57195,49.3381,369
Sons-et-Ronchères,02727,9.2,3.66667,49.75,231
Seringes-et-Nesles,02713,13.49,3.53333,49.2,295
Grandlup-et-Fay,02353,20.3,3.73333,49.6667,319
Coincy,02203,17.24,3.41667,49.1667,1366
Marly-Gomont,02469,12.91,3.8,49.9,481
Macogny,02449,6.17,3.23333,49.1667,76
Tartiers,02736,8.89,3.23333,49.4333,173
Gibercourt,02345,2.69,3.28333,49.7333,46
Pontru,02614,14.98,3.21667,49.9,276
Trélou-sur-Marne,02748,20.35,3.60695,49.077,974
La Ville-aux-Bois-lès-Dizy,02802,10.22,3.99334,49.6612,189
Amigny-Rouy,02014,13.08,3.3,49.6,755
Charmes,02165,3.66,3.38333,49.65,1657
Viffort,02800,9.83,3.45,48.9667,326
Mâchecourt,02448,10.08,3.84167,49.6583,119
Nogent-l'Artaud,02555,23.99,3.31667,48.9667,2228
Tannières,02735,2.55,3.55,49.2833,14
Saint-Erme-Outre-et-Ramecourt,02676,20.11,3.85,49.5167,1875
Jouaignes,02393,7.84,3.5,49.3,151
Vaucelles-et-Beffecourt,02765,4.03,3.55,49.5333,249
Lesquielles-Saint-Germain,02422,16.21,3.61667,49.9333,828
Aizy-Jouy,02008,14.63,3.51639,49.4348,303
Faucoucourt,02301,7.35,3.46667,49.5333,311
Chavigny,02175,5.28,3.3,49.4333,141
Veuilly-la-Poterie,02792,7.54,3.21667,49.0833,152
Mézy-Moulins,02484,4.48,3.5,49.0667,537
Gernicourt,02344,7.47,3.86667,49.4,49
Quincy-Basse,02632,3.87,3.38333,49.5167,62
Sergy,02712,13.32,3.56667,49.1833,161
Toulis-et-Attencourt,02745,7.42,3.73333,49.6833,132
Puiseux-en-Retz,02628,9.88,3.13333,49.3,219
Leuze,02425,10.19,4.15,49.85,172
Crézancy,02239,7.06,3.5,49.05,1325
Noyales,02563,7.18,3.55,49.9,181
Marigny-en-Orxois,02465,15.56,3.21667,49.0667,482
Foreste,02327,4.94,3.1,49.8167,177
Wissignicourt,02834,4.46,3.43333,49.5333,151
Tavaux-et-Pontséricourt,02737,25.42,3.91667,49.7333,591
Saponay,02699,9.93,3.48333,49.2167,284
Ébouleau,02274,13.03,3.86667,49.6667,214
Orainville,02572,8.69,4.01667,49.3833,529
Missy-lès-Pierrepont,02486,6.6,3.8,49.6333,116
Neuilly-Saint-Front,02543,17.89,3.26667,49.1667,2193
Tergnier,02738,17.95,3.3,49.65,13924
La Ferté-Milon,02307,18.35,3.11667,49.1667,2303
Bassoles-Aulers,02052,7.03,3.38333,49.5333,149
Le Verguier,02782,4.28,3.16667,49.9333,215
Ostel,02577,9.1,3.56667,49.4333,80
Sissy,02721,10.76,3.43333,49.8,489
Leury,02424,3.69,3.33333,49.4333,112
La Croix-sur-Ourcq,02241,10.45,3.35,49.1667,115
Pernant,02598,9.83,3.23333,49.3833,702
Étreux,02298,10.36,3.65,49.9833,1504
Bruys,02129,5.7,3.56667,49.2667,22
Fontenelle,02324,10.47,3.86667,50.0333,280
Cerseuil,02152,4.61,3.51667,49.3333,93
Voharies,02823,3.32,3.8,49.7833,73
Saint-Pierre-Aigle,02687,12.02,3.18333,49.3167,359
Saint-Martin-Rivière,02683,5.52,3.53333,50.05,135
Nanteuil-Notre-Dame,02538,3.72,3.4,49.2,62
Selens,02704,7.65,3.2,49.5,249
Monthenault,02508,2.94,3.66667,49.4833,156
Saint-Eugène,02677,6.75,3.53333,49.0167,248
Étouvelles,02294,2.38,3.58333,49.5333,223
Faverolles,02302,13.79,3.17639,49.2242,317
Lislet,02433,8.2,4.01667,49.6833,244
Vendeuil,02775,14.45,3.35,49.7167,953
Folembray,02318,8.85,3.28333,49.55,1450
Courbes,02222,3.16,3.45,49.6833,31
Chacrise,02154,12.74,3.4,49.3,362
Serches,02711,9.1,3.45,49.35,321
Acy,02003,11.67,3.41667,49.35,1033
Verneuil-sous-Coucy,02786,4.58,3.31667,49.5333,130
Bazoches-sur-Vesles,02054,9.49,3.61861,49.3073,472
Mauregny-en-Haye,02472,10.46,3.8,49.5333,442
Hartennes-et-Taux,02372,6.31,3.35,49.2667,393
Vasseny,02763,3.18,3.48333,49.35,210
Merval,02479,3.36,3.7,49.35,0
Corcy,02216,7.25,3.21667,49.25,323
Bony,02100,7.98,3.21667,49.9833,137
Breny,02121,4.52,3.35,49.1833,266
Brécy,02119,9.98,3.43333,49.15,352
Bruyères-sur-Fère,02127,9.05,3.43333,49.1833,193
Flavy-le-Martel,02315,12.83,3.2,49.7167,1688
Pancy-Courtecon,02583,6.37,3.65,49.4667,62
Bosmont-sur-Serre,02101,9.68,3.86667,49.7333,206
Missy-aux-Bois,02485,3.04,3.25,49.3333,112
Surfontaine,02732,6.38,3.45,49.7333,100
Dagny-Lambercy,02256,10.04,4.03333,49.7667,135
Lanchy,02402,3.69,3.08333,49.8333,44
Vaudesson,02766,8.42,3.48333,49.4667,259
Cœuvres-et-Valsery,02201,12.52,3.15,49.3333,464
Épieds,02280,18.66,3.45,49.1,391
Villeneuve-Saint-Germain,02805,4.54,3.35,49.3833,2557
Alaincourt,02009,5.9,3.36667,49.75,538
Soucy,02729,5.22,3.13333,49.3167,100
Archon,02021,6.37,4.11667,49.7417,88
Pargny-Filain,02589,5.01,3.53333,49.4667,252
Germaine,02343,4.54,3.11667,49.7833,80
La Neuville-Housset,02547,4.99,3.71667,49.7833,69
Belleau,02062,6.72,3.3,49.1,142
Paars,02581,5.15,3.6,49.3333,301
Laniscourt,02407,3,3.55,49.55,176
Sermoise,02714,5.51,3.45,49.3667,344
Barenton-Bugny,02046,11.38,3.65,49.6333,563
Quierzy,02631,8.09,3.13333,49.5667,439
Cerizy,02149,4,3.33333,49.75,65
La Ferté-Chevresis,02306,23.92,3.56667,49.7333,580
Ramicourt,02635,3.82,3.33333,49.95,167
Bussiares,02137,7.4,3.25,49.0833,133
Bernot,02070,16.56,3.5,49.8667,456
Lerzy,02418,11.54,3.86667,49.9333,211
Samoussy,02697,25.04,3.73333,49.5833,383
Grougis,02358,11.26,3.53333,49.9333,378
Macquigny,02450,20.18,3.55,49.8833,377
La Flamengrie,02312,26.43,3.91667,50,1203
Servais,02716,5.51,3.35,49.6167,306
Bertricourt,02076,4.48,4,49.3833,175
Osly-Courtil,02576,5.23,3.21667,49.4,316
Verneuil-sur-Serre,02787,7.86,3.66667,49.65,251
Mayot,02473,3.42,3.38333,49.7,212
Wassigny,02830,6.79,3.6,50.0167,995
Barenton-Cel,02047,6.69,3.63333,49.65,132
Englancourt,02276,7.97,3.8,49.9167,141
Athies-sous-Laon,02028,15.44,3.68333,49.5667,2660
Froidestrées,02337,4.91,3.9,49.9333,199
La Malmaison,02454,25.61,3.98333,49.5167,421
Manicamp,02456,10.24,3.16667,49.5667,331
Barenton-sur-Serre,02048,8.05,3.68333,49.6667,124
Audigny,02035,10.73,3.65,49.85,285
Ohis,02567,6.48,4.01667,49.9333,322
Martigny,02470,16.96,4.13333,49.8667,438
Barisis,02049,15.11,3.32806,49.5787,750
Épaux-Bézu,02279,19.5,3.35,49.1,592
Abbécourt,02001,5.96,3.18333,49.6,518
Hauteville,02376,7.1,3.51667,49.8667,170
Benay,02066,6.81,3.31667,49.75,213
La Neuville-en-Beine,02546,3.81,3.15,49.6833,210
Tupigny,02753,12.84,3.6,49.95,355
Vervins,02789,10.35,3.9,49.8333,2685
Dorengt,02269,10.5,3.68333,49.9667,155
Saint-Gobert,02681,7.78,3.81667,49.8,275
Parcy-et-Tigny,02585,10.59,3.335,49.2787,257
Saint-Pierre-lès-Franqueville,02688,7,3.82361,49.8195,61
Mont-Notre-Dame,02520,9.96,3.58333,49.3,747
Mont-Saint-Martin,02523,5.81,3.63333,49.2833,81
Chierry,02187,2.82,3.43333,49.0333,1082
Cutry,02254,4.79,3.18333,49.35,127
Chevennes,02182,6.06,3.73333,49.8167,146
Montigny-le-Franc,02513,9.9,3.91667,49.6833,154
Bourg-et-Comin,02106,5.12,3.65,49.4,853
Saint-Agnan,02669,8.07,3.6,49.0167,0
Coulonges-Cohan,02220,28.75,3.63639,49.2012,448
Prémontré,02619,8.33,3.4,49.55,741
Courtrizy-et-Fussigny,02229,4.22,3.8,49.5167,66
Jumencourt,02395,6.2,3.35,49.5167,160
Clairfontaine,02197,14.31,3.98333,49.9833,639
Sequehart,02708,6.38,3.33333,49.9167,220
Agnicourt-et-Séchelles,02004,10.79,3.95,49.7167,194
Roucy,02656,6.96,3.81667,49.3667,386
Prémont,02618,12.21,3.38333,50,736
Clastres,02199,8.24,3.23333,49.7333,646
Le Charmel,02164,9.83,3.55,49.1167,329
Allemant,02010,5.13,3.45,49.4667,183
Mont-Saint-Père,02524,10.69,3.48333,49.0667,719
Parfondeval,02586,10.91,4.16667,49.7333,148
Chivres-Val,02190,5.54,3.43333,49.4,583
Aubencheul-aux-Bois,02030,2.11,3.26667,50.0333,300
Montfaucon,02505,15.36,3.45,48.95,207
Autels,02038,5.99,4.2257,49.7667,69
Fontenoy,02326,9.03,3.2,49.4167,503
Crécy-au-Mont,02236,11.83,3.31667,49.4833,343
Morcourt,02525,6.07,3.31667,49.8667,604
Neuville-sur-Margival,02551,3.65,3.4,49.45,125
Cys-la-Commune,02255,4.39,3.56667,49.4,148
Marizy-Saint-Mard,02467,4.54,3.21667,49.1833,51
Villeret,02808,3.95,3.18333,49.95,311
Amifontaine,02013,27.9,3.91667,49.4833,421
Fontaine-Uterte,02323,5.77,3.36667,49.9167,131
Dolignon,02266,3.38,4.08333,49.7167,52
Étaves-et-Bocquiaux,02293,13.68,3.45,49.9333,601
Rocquigny,02650,10.99,3.98333,50.0333,382
Mortiers,02529,6.39,3.66667,49.6833,199
Rozoy-sur-Serre,02666,16.53,4.13333,49.7167,1028
Malzy,02455,10.3,3.73333,49.9,192
Bellenglise,02063,6.4,3.25,49.9167,393
Cerny-en-Laonnois,02150,7.22,3.66667,49.45,69
Montloué,02519,15.58,4.06667,49.6667,191
Sainte-Geneviève,02678,4.53,4.07139,49.7195,78
Neuve-Maison,02544,8.42,4.03333,49.9333,610
Bézu-Saint-Germain,02085,11.13,3.4,49.1,1042
Étréaupont,02295,17.59,3.91667,49.9,921
Berthenicourt,02075,3.07,3.38333,49.7667,209
Thiernu,02742,6.16,3.8,49.75,97
Laigny,02401,10.83,3.86667,49.85,206
Aisonville-et-Bernoville,02006,8.73,3.53333,49.9333,263
Crouy,02243,10.38,3.36667,49.4,2909
Hirson,02381,33.77,4.08333,49.9167,9690
Bagneux,02043,2.21,3.28333,49.4667,72
Autremencourt,02039,9.15,3.8,49.7,172
La Celle-sous-Montmirail,02147,5.67,3.46611,48.8648,0
Condé-sur-Aisne,02210,3.73,3.45,49.4,382
Blérancourt,02093,10.8,3.15,49.5167,1280
Monthurel,02510,3.86,3.55,49.0167,152
Petit-Verly,02784,5.19,3.55,49.9667,168
Soize,02723,5.91,4.08333,49.7,98
Saconin-et-Breuil,02667,8.53,3.25,49.3667,238
Largny-sur-Automne,02410,9.53,3.05,49.2667,263
Sommeron,02725,4.68,3.95,49.95,147
Veslud,02791,4.13,3.73333,49.5333,248
Liesse-Notre-Dame,02430,9.96,3.80445,49.6095,1403
Chaudun,02172,8.52,3.26667,49.3167,257
Vuillery,02829,1.09,3.38333,49.4333,43
Omissy,02571,7.09,3.31667,49.8833,801
Pavant,02596,5.43,3.28333,48.95,820
Missy-sur-Aisne,02487,3.25,3.43333,49.3833,671
Cugny,02246,9.4,3.15,49.7,591
Parfondru,02587,9.08,3.71667,49.5333,366
Coingt,02204,7.31,4.08333,49.7833,71
Fonsomme,02319,9.6,3.4,49.9,509
Dury,02273,7.74,3.12889,49.7506,214
Royaucourt-et-Chailvet,02661,3.04,3.53333,49.5167,229
Landricourt,02406,5.83,3.36667,49.5,144
Sissonne,02720,53.53,3.9,49.5667,2178
Berlise,02069,6.59,4.11667,49.6667,120
Ribemont,02648,26.91,3.46667,49.8,1995
Sains-Richaumont,02668,12.46,3.7,49.8167,1059
Filain,02311,4.78,3.55,49.4667,133
Chevregny,02183,8.85,3.58333,49.4667,206
Montchâlons,02501,6.76,3.73333,49.5167,61
Brumetz,02125,7.24,3.15,49.1,219
Taillefontaine,02734,10.63,3.03333,49.3167,270
Guny,02363,9.32,3.26667,49.5167,435
Fresnoy-le-Grand,02334,15.07,3.41667,49.95,3035
Nouvron-Vingré,02562,9.25,3.2,49.4333,237
Magny-la-Fosse,02451,3.63,3.28333,49.9333,129
Cuisy-en-Almont,02253,9.17,3.25,49.4167,352
Montbavin,02499,5.44,3.51667,49.5333,48
Vorges,02824,4.78,3.65,49.5167,395
Montescourt-Lizerolles,02504,6.29,3.2575,49.7387,1690
Pont-Arcy,02612,3.18,3.61667,49.3833,131
Grugies,02359,5.08,3.26667,49.8,1289
Bieuxy,02087,4.5,3.26667,49.45,31
Marcy,02459,7.3,3.4,49.8333,181
Braine,02110,11.61,3.53333,49.3333,2306
Orgeval,02573,2.41,3.7,49.5167,69
Marest-Dampcourt,02461,8.35,3.15,49.6,359
Cilly,02194,9.3,3.83333,49.7333,222
Harly,02371,3.76,3.31667,49.8333,1706
Rouvroy,02659,5.05,3.31667,49.85,531
Romeny-sur-Marne,02653,4.23,3.33333,48.9833,501
Douchy,02270,5.05,3.11667,49.7667,161
Vauxtin,02773,2.27,3.6,49.35,44
Rogécourt,02651,5.54,3.41667,49.6333,104
Montigny-Lengrain,02514,11.38,3.1,49.3667,701
Houry,02384,3.48,3.85,49.7833,50
Pierrepont,02600,10.54,3.78333,49.65,405
Dohis,02265,8.1,4.13333,49.75,102
Brasles,02114,7.45,3.43333,49.05,1442
Aubigny-en-Laonnois,02033,4.41,3.8,49.5,110
Paissy,02582,7.08,3.7,49.4167,67
Nouvion-le-Comte,02560,7.98,3.46667,49.6833,270
Monceau-le-Neuf-et-Faucouzy,02491,19.72,3.61584,49.7698,330
Raillimont,02634,4.9,4.15,49.7083,79
Dammard,02258,7.96,3.2,49.15,412
Passy-sur-Marne,02595,3.71,3.56667,49.0667,141
Lempire,02417,2.62,3.16667,49.9833,95
Cuiry-lès-Chaudardes,02250,5.15,3.76667,49.3833,73
Housset,02385,13.2,3.7,49.7833,166
Billy-sur-Aisne,02089,7.47,3.38333,49.3667,1166
Belleu,02064,4.53,3.33333,49.3667,3873
Pontavert,02613,13.37,3.81667,49.4167,610
Dizy-le-Gros,02264,19.96,4.01667,49.6333,778
Crouttes-sur-Marne,02242,4.33,3.24,48.98,647
Courmelles,02226,6.76,3.31667,49.35,1817
Bichancourt,02086,7.73,3.21667,49.5833,1087
Beauvois-en-Vermandois,02060,7.51,3.1,49.8167,287
Priez,02622,4.93,3.26667,49.1333,50
Chassemy,02167,10.85,3.5,49.3833,887
Étrépilly,02297,5.13,3.33333,49.0833,104
Artemps,02025,6.31,3.18333,49.7667,370
Frières-Faillouël,02336,15.26,3.25,49.6667,1034
Wiège-Faty,02832,7.47,3.73333,49.8833,228
Saint-Nicolas-aux-Bois,02685,6.64,3.41667,49.6,121
Gricourt,02355,9.92,3.25,49.8833,1014
Blesmes,02094,9.7,3.45,49.0333,431
Ville-Savoye,02817,2.64,3.63333,49.3,72
Mercin-et-Vaux,02477,7.77,3.28333,49.3833,1000
Chevresis-Monceau,02184,16.85,3.56667,49.75,371
Beaurevoir,02057,21.73,3.3,50,1470
Saint-Bandry,02672,6.02,3.16667,49.3667,298
Vregny,02828,4.5,3.41667,49.4167,88
Vadencourt,02757,12.24,3.58333,49.9333,582
Vierzy,02799,12.73,3.28333,49.2833,460
Caillouël-Crépigny,02139,6.63,3.15,49.6167,441
Nizy-le-Comte,02553,31.53,4.05,49.5667,263
Vendières,02777,12.35,3.45,48.8667,164
Buzancy,02138,4.75,3.35,49.3167,196
Jeantes,02391,15.61,4.05,49.8,218
Connigis,02213,5.46,3.53333,49.0333,325
Torcy-en-Valois,02744,3.62,3.26667,49.0833,91
Coucy-la-Ville,02219,6.11,3.33333,49.5333,286
Goudelancourt-lès-Pierrepont,02350,8.73,3.85473,49.6689,151
Passy-en-Valois,02594,3.41,3.2,49.1667,164
Montgru-Saint-Hilaire,02507,3.24,3.33333,49.1833,35
Mont-d'Origny,02503,13.52,3.48333,49.8333,883
Vassogne,02764,2.93,3.73333,49.4167,77
Maissemy,02452,8.17,3.2,49.8833,251
Rogny,02652,5.61,3.81667,49.7667,115
Vénérolles,02779,8.89,3.63333,49.9667,231
Clamecy,02198,3.4,3.36667,49.4333,227
Viel-Arcy,02797,6.59,3.61667,49.3833,182
Guyencourt,02364,4.2,3.83333,49.35,230
Mennevret,02476,11.89,3.55,49.9833,641
Caulaincourt,02144,5.96,3.1,49.8667,142
Oulchy-le-Château,02580,15.08,3.35,49.2,841
Guise,02361,16.13,3.63333,49.9,5138
Champs,02159,9.16,3.25,49.5333,289
Sainte-Preuve,02690,9.61,3.91667,49.6167,85
Proix,02625,3.45,3.56667,49.9,151
Ambleny,02011,17.32,3.18333,49.3833,1204
Ribeauville,02647,3.58,3.58333,50.05,73
Tugny-et-Pont,02752,5.89,3.15,49.75,282
Fresnes,02333,7.3,3.36973,49.5539,159
Bourguignon-sous-Montbavin,02108,1.92,3.54139,49.5281,154
Neuvillette,02552,6.44,3.46667,49.85,190
Saint-Thomas,02696,2.5,3.81667,49.5,95
Marfontaine,02463,9.21,3.78333,49.8,81
Besmont,02079,15.86,4.11667,49.8333,166
Lehaucourt,02374,9.37,3.28333,49.9167,915
Brissy-Hamégicourt,02124,12.38,3.38028,49.7437,670
Plomion,02608,16.39,4.01667,49.8,480
Savy,02702,7.49,3.18333,49.8,623
Puisieux-et-Clanlieu,02629,17.42,3.66667,49.85,303
Ciry-Salsogne,02195,8.95,3.46667,49.3667,921
Crupilly,02244,3.52,3.75,49.9167,77
Dommiers,02267,7.24,3.21667,49.3333,300
Étreillers,02296,8.69,3.15,49.8167,1213
Chouy,02192,20.03,3.25,49.2,391
Landifay-et-Bertaignemont,02403,19.6,3.6,49.8167,288
Silly-la-Poterie,02718,2.31,3.15,49.2,131
Nauroy,02539,6.27,3.25,49.95,739
Limé,02432,5.55,3.55,49.3167,190
Aubigny-aux-Kaisnes,02032,3.72,3.11667,49.7833,242
Monceau-le-Waast,02493,5.41,3.7,49.6167,222
Cuiry-lès-Iviers,02251,4.79,4.10973,49.7614,29
Regny,02636,11.89,3.41667,49.8167,208
Villers-Saint-Christophe,02815,8.99,3.1,49.7833,463
Chaillevois,02155,2.17,3.51667,49.5167,186
Vézilly,02794,10.74,3.7,49.1833,195
Lappion,02409,23.71,3.96667,49.6167,295
Fresnes-en-Tardenois,02332,8.84,3.55,49.15,275
Grand-Rozoy,02665,12.45,3.38333,49.2333,322
Condé-sur-Suippe,02211,5.83,3.95,49.4167,240
Celles-lès-Condé,02146,3.91,3.56667,49.0167,85
Cessières,02153,10.35,3.48333,49.5667,471
Courboin,02223,14.07,3.5,49,311
Verdilly,02781,5.1,3.41667,49.0667,470
Sorbais,02728,13.72,3.9,49.9167,294
Thenailles,02740,16.43,3.95,49.8167,244
Menneville,02475,7.29,4,49.4167,428
Bonneil,02098,2.11,3.35,49,386
Couvron-et-Aumencourt,02231,13.33,3.51667,49.65,921
Chavignon,02174,11.55,3.51667,49.4833,829
Gandelu,02339,10.03,3.18333,49.1,703
Le Thuel,02743,7.06,4.07695,49.6495,183
Septvaux,02707,8.56,3.38333,49.5667,162
Neufchâtel-sur-Aisne,02541,2.86,4.03333,49.4333,419
Boncourt,02097,13.29,3.95,49.6167,262
Monampteuil,02490,5.86,3.56667,49.4833,138
Villiers-Saint-Denis,02818,7.57,3.26723,48.9931,1063
Glennes,02348,8.57,3.71667,49.35,0
Jussy,02397,13.37,3.23333,49.7167,1232
Croix-Fonsomme,02240,9.37,3.4,49.9167,243
Bertaucourt-Epourdon,02074,7.46,3.38333,49.6167,635
Bucilly,02130,12.85,4.08333,49.8833,191
Saint-Thibaut,02695,4.13,3.61667,49.3,60
Landouzy-la-Ville,02405,15.76,4.05,49.8667,600
Goudelancourt-lès-Berrieux,02349,5.54,3.84917,49.4967,51
Colligis-Crandelain,02205,6.53,3.65,49.4833,220
Nesles-la-Montagne,02540,17.21,3.41667,49.0167,1264
La Capelle,02141,12.26,3.91639,49.9773,1940
Aizelles,02007,4.88,3.81667,49.4833,122
Vermand,02785,15.75,3.15,49.8667,1112
Monthiers,02509,7.37,3.3,49.1,159
Saint-Pierremont,02689,6.98,3.88333,49.7167,49
Celles-sur-Aisne,02148,6.16,3.48333,49.4167,268
Évergnicourt,02299,9.15,4.03333,49.4333,588
Fossoy,02328,7.18,3.48333,49.05,571
Muscourt,02534,2.18,3.75,49.3667,58
Chaudardes,02171,4.7,3.78333,49.3833,88
Remigny,02639,10.07,3.28333,49.7167,382
Mons-en-Laonnois,02497,4.1,3.55334,49.5373,1236
Charly-sur-Marne,02163,20.52,3.28528,48.9773,2729
Château-Thierry,02168,16.55,3.4,49.05,14938
Eppes,02282,7.71,3.73333,49.55,430
Vauxrezis,02767,6.54,3.28056,49.4137,336
